,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
5538,1792,1,2,2,4,필리핀, ,1,4,1,3, ,3,1,2,1,4,친구/연인,4,단체여행,4,4,4,4,4,5,5,5,4,3,3,4,3,4,4,4, , , , , , , , , ,15, , ,2, , , , , , , , , , , ,6, , , , ,79,80,102,2,18,7,유흥.오락,1,1,9, ,5,15, ,1125.2154,0.0,1125.215373
5539,1793,1,2,2,3,필리핀, ,2,4,3,2,1,4,1,2,7,1,친구/연인,3,개별여행,4,4,4,4,5,5,5,4,4,5,5,4,3,4,4,4,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,2,96,99,18,1,2,쇼핑,1,3,5,9,4,10,19,1028.5172,114.2796863,914.2374908
5540,1794,2,1,2,8,필리핀, ,1,4,3, , ,3,1,1,2,6,친구/연인,2,개별여행,4,5,4,4,4,5,5,5,4,3,4,5,4,5,5,5,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,4,5,8,2,18,1,자연경관감상,2,5,7,10,4,10,19,1010.9357,263.7223531,747.2133338
5541,1795,1,1,1,2,필리핀, ,1,4,3,2,1,2,1,6,2,7,친구/연인,2,개별여행,3,4,4,4,5,5,4,4,4,5,5,4,4,5,4,5, , , , , , , , , , , , ,2, , , , , , , , , , , ,6, , , , ,99,96,104,1,2,18,쇼핑,1,3,9, ,1,4,5,1951.5454,703.2596083,1248.285805
5621,49,1,1,2,8,필리핀, ,1,5,2,3,4,4,3,3,5,4,직장동료,25,개별여행,16,5,5,5,5,5,4,5,5,3,4,5,5,5,5,5,1,4,8, ,6, ,11, ,14, , , , , , , , , , ,1,2,3, ,5,6, , , , ,28,4,65,15,17,18,미팅/회의/학술대회/박람회참가,2,3,10, ,4,6,9,340.0,0.0,340.0
5622,50,1,3,2,2,필리핀, ,1,5,3,2,1,12,1,1,3,4,가족/친지,4,단체여행,4,5,4,5,5,5,3,4,4,3,4,4,4,4,5,5,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,48,16,1,18,19,17,자연경관감상,1,4,7,9,4,8, ,1300.0,0.0,1300.0
5623,51,2,1,2,7,필리핀, ,1,5,3,4, ,5,1,2,4,3,가족/친지,6,개별여행,4,5,5,4,4,5,4,4,4,4,4,4,4,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,17,1,1,9,17,쇼핑,2,1,7,10,3,4,5,260.0,90.0,170.0
5624,52,2,3,2,7,필리핀, ,1,5,1,2,4,12,6, , , ,직장동료,301,단체여행,5,5,5,5,5,5,5,5,5,2,3,5,4,4,5,5, ,4, , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,22, , ,1,11,14,연수/교육/연구,2,3, , ,4,10, ,1300.0,1000.0,300.0
5758,226,1,0,2,8,필리핀,1,1,5,2,3,5,1,1,1,3,4,가족/친지,6,개별여행,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,48,5,2,1,20,17,고궁/역사유적지방문,1,2,4,7,4, , ,2400.0,1000.0,1400.0
5759,227,1,0,1,8,필리핀, ,1,5,2,3,4,6,1,4,1,3,가족/친지,4,개별여행,4,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,14,5,16,2,21,20,식도락,3,9, , ,4, , ,185.0,150.0,35.0
