,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
11025,557,1,1,2,1,캐나다, ,1,10,3,4,7,2,6, , , ,혼자,1,개별여행,11,3,4,4,4,5,9,2,4,3,3,5,3,3,1,3,1, , , , , , , ,14, , , ,2, , , ,16, , ,1, , , , ,6, ,8, , ,128,1,96,15,17,20,고궁/역사유적지방문,1,12, , ,21, , ,1941.5,0.0,1941.5
11028,563,2,3,2,5,캐나다, ,3,10,2, , ,3,5, , , ,혼자,1,개별여행,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,16,1,2,17,7,1,고궁/역사유적지방문,4,1,7, ,1,4,6,396.6470106,0.0,396.6470106
11029,564,1,3,2,3,캐나다, ,1,10,1,2, ,2,6, , , ,직장동료,13,개별여행,6,4,4,4,5,5,9,5,4,4,4,5,4,4,4,4,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,1,2,51,16, , ,업무수행,1,12, , ,21, , ,776.6,543.62,232.98
11032,569,1,3,2,1,캐나다, ,1,10,3,4,2,3,6, , , ,혼자,1,개별여행,7,5,5,5,5,5,4,4,4,3,4,5,4,5,3,5,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,1,29, ,15,17,1,미팅/회의/학술대회/박람회참가,1,1,3, ,11,20, ,912.505,912.505,0.0
11033,570,2,1,1,1,캐나다, ,2,10,4,3, ,1,6, , , ,직장동료,26,단체여행,8,4,5,5,4,4,5,3,3,4,4,5,4,5,5,5, , , ,9, , , , , , , , , , , , , , , , , , ,4, , , , , , ,51, , ,14,4,1,연수/교육/연구,1,2,9, ,4,5,10,1941.5,1941.5,0.0
11034,571,2,1,3,1,캐나다, ,1,10,3,7, ,6,1,7,3,1,혼자,1,개별여행,8,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,1, , , , , , , , , , , , ,5, , , , , ,1, , , , , ,7, , , ,4,136,1,17,11,18,고궁/역사유적지방문,1,8, , ,18, , ,1436.743616,0.0,1436.743616
11040,579,2,2,3,5,캐나다, ,2,10,4,2,3,6,5, , , ,가족/친지,2,개별여행,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, ,8,9, , , , , , , , ,2, , , , , , ,1, ,3,4, ,6, , , , ,50,29,99,18,20, ,자연경관감상,1,9, , ,17, , ,900.856,698.94,201.916
11041,580,1,2,2,5,캐나다, ,3,10,2, , ,4,5, , , ,친구/연인,2,개별여행,21,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,1, ,8, , , , , ,14,15, , ,2, ,12,13, , , ,1, ,3, , ,6,7, , , ,4,35,96,17,4,22,고궁/역사유적지방문,1,3,4,10,4,8,10,1203.73,582.45,621.28
11051,590,2,1,2,3,캐나다, ,1,10,3,2, ,6,5, , , ,친구/연인,2,개별여행,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,4,5,18,22,1,자연경관감상,2,7, , ,5,14, ,562.3573173,562.3573173,0.0
11056,599,1,4,3,4,캐나다, ,2,10,2, , ,1,6, , , ,직장동료,25,개별여행,8,4,4,3,3,3,9,3,4,3,3,5,4,4,5,4, , , ,9, , , , , , , , , , , , , , , , , , ,4, , , , , , ,51,49, ,12,2,18,고궁/역사유적지방문,1,12, , ,21, , ,698.94,698.94,0.0
