,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
576,5526,1,4,1,7,프랑스, ,1,12,3,4, ,3,1,16,9,1,가족/친지,2,개별여행,4,4,4,4,5,5,5,4,4,4,5,4,5,4,4,4,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,1,96,17,17,18,20,고궁/역사유적지방문,2,9, , ,10,14,18,535.005,321.003,214.002
591,254,1,5,4,10,프랑스,20,1,2,2,1, ,6,1,17, , ,친구/연인,2,개별여행,2,4,4,4,5,4,4,3,4,3,4,5,4,4,3,4, ,4, , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,22, , ,18,1, ,자연경관감상,1,10, , ,18, , ,115.137,0.0,115.137
603,362,2,1,2,7,프랑스, ,1,4,2, , ,10,5, , , ,가족/친지,2,개별여행,12,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,1, , , , , , , ,14, , , , , , , , , , ,1, , , , ,6, , , , ,17,72,136,2,11,18,식도락,2,11, , ,6, , ,468.952,0.0,468.952
604,865,2,3,2,1,프랑스, ,1,4,3,2,4,7,1,3,4,1,가족/친지,5,개별여행,9,5,4,5,5,5,5,5,5,4,5,5,4,5,4,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,16,2,6,4,22,2,휴양/휴식,5,9, , ,3,4,10,1332.25,1065.8,266.45
608,398,2,1,2,8,프랑스,2,1,5,3, , ,2,1,3, , ,혼자,1,개별여행,3,4,5,5,5,5,5,4,4,2,3,5,3,3,2,3,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,4,6,5,2,1,7,식도락,2,3,9, ,5,10, ,338.148,163.62,174.528
615,891,1,3,2,1,프랑스, ,1,7,3,1,7,6,6, , , ,혼자,1,개별여행,4,5,5,5,5,5,5,5,5,3,3,5,5,5,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,4,20, ,16, , ,업무수행,1,1,3, ,2,11, ,568.45,0.0,568.45
620,345,1,2,3,2,프랑스, ,6,8,2, , ,5,6, , , ,혼자,1,개별여행,2,4,5,5,4,5,4,5,5,4,3,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,20, , ,16,15,2,식도락,1,9, , ,10, , ,767.65,767.65,0.0
646,344,1,4,3,7,프랑스,2,1,8,4, , ,12,1,2, , ,가족/친지,4,개별여행,5,4,5,5,5,4,4,4,4,3,3,5,4,4,3,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,9,5,6,1,2,20,쇼핑,2,4,7, ,4,17, ,0.78764276,0.437579311,0.350063449
672,226,1,2,2,2,프랑스, ,3,8,2, , ,1,6, , , ,직장동료,4,개별여행,5,5,4,4,4,5,9,4,4,4,4,4,4,4,4,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,3, , ,16,2,17,식도락,1,12, , ,21, , ,612.6110358,437.5793113,175.0317245
712,80,1,1,2,8,프랑스, ,1,6,2,3,8,1,5, , , ,혼자,1,개별여행,7,5,5,5,5,5,4,3,4,3,3,5,5,5,3,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,6,10,9,17,22,7,고궁/역사유적지방문,2,12, , ,21, , ,201.834,0.0,201.834
734,151,1,1,3,2,프랑스, ,4,11,2, , ,1,5, , , ,혼자,1,개별여행,7,5,5,5,5,5,9,4,5,4,4,5,4,5,5,4,1, , , , , , , , ,15, , , , , , , , , ,1, , , , ,6, , , , ,83,1,20,18,17, ,자연경관감상,1,12, , ,21, , ,202.7306943,158.6588042,44.07189007
737,435,2,1,2,2,프랑스, ,4,11,3, , ,1,6, , , ,친구/연인,2,개별여행,8,5,5,5,4,5,4,4,4,5,4,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,8,9,1,12,2,18,직업적스포츠홀동,1,9, , ,18, , ,1920.105,1920.105,0.0
743,746,1,1,3,8,프랑스,10,1,12,3,7,4,5,7, , , ,혼자,1,개별여행,151,4,5,5,4,5,4,5,4,3,5,5,5,5,5,5,1,4,8, , , , , , , ,3, ,2, , , , , , ,1,2,3, , ,6, , , , ,28,101,6,7,2,18,유흥.오락,2,3,4,10,4,5,10,2377.8,2377.8,0.0
746,934,1,5,3,2,프랑스, ,1,1,2,7, ,3,6, , , ,혼자,1,개별여행,4,4,5,5,5,5,9,5,5,4,4,4,4,4,5,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,20, , ,16,7, ,업무수행,1,12, , ,21, , ,288.3436081,162.4471032,125.896505
765,533,1,1,2,5,프랑스, ,1,8,3,2,5,4,1,11,3,1,혼자,1,개별여행,8,5,3,3,5,5,5,5,4,4,3,5,4,5,5,5,1,4, , , , , , , , , , ,2, , , ,16, , ,1,2, , , ,6, ,8, , ,125,96,126,17,18,1,자연경관감상,1,1,9,10,5,10,16,649.55,0.0,649.55
825,15,1,3,3,2,프랑스, ,1,10,7, , ,2,6, , , ,직장동료,2,개별여행,5,5,5,5,5,5,9,5,5,3,3,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,13, , ,15,16, ,업무수행,1,12, , ,21, , ,1221.885,581.85,640.035
843,748,2,4,3,5,프랑스, ,1,8,4,3, ,6,1,1,3,11,가족/친지,2,에어텔여행,8,5,4,4,4,5,5,5,4,1,3,5,3,5,5,5,1,4, , , , , , , , , , , , , , , , , ,1,2, , , , , , , , ,16,9,1,17,20,1,고궁/역사유적지방문,1,1, , ,12, , ,4724.0,3543.0,1181.0
846,789,2,2,3,6,프랑스, ,1,11,3, , ,12,1,1,3, ,가족/친지,2,개별여행,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,8,20,4,18,17,박물관/전시관방문,2,4,5, ,6, , ,413.1135,0.0,413.1135
854,1836,2,4,1,12,프랑스,1,10,2,3,2,4,4,5, , , ,혼자,1,개별여행,12,4,5,5,5,4,5,5,4,3,4,5,5,5,5,5,1,4, , , , , , , , , , ,2, , , ,16, , ,1,2, , , ,6, ,8, , ,1,103,26,22,18,1,전통문화체험,1,1,4,9,4,5,8,2093.4,837.36,1256.04
911,684,2,1,3,8,프랑스, ,1,4,1,3,7,10,5, , , ,친구/연인,3,개별여행,7,5,5,5,3,4,4,5,4,2,4,4,4,4,2,4,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,9,97,1,17,18,1,자연경관감상,2,3,7, ,4,5,11,586.19,0.0,586.19
923,203,2,1,3,8,프랑스, ,1,7,3,2, ,1,5, , , ,혼자,1,개별여행,5,4,4,4,2,5,4,4,4,3,4,4,3,3,4,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,3,1,20,2,7,3,식도락,1,6,9, ,5,9,12,432.022,147.797,284.225
1002,434,2,3,3,2,프랑스, ,2,11,3, , ,2,6, , , ,혼자,1,개별여행,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1, , ,16, , ,업무수행,1,1, , ,15, , ,1186.974,1163.7,23.274
1006,905,1,1,1,8,프랑스, ,2,1,2,3,5,5,5, , , ,친구/연인,2,개별여행,8,4,5,4,4,5,5,4,3,3,3,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,2,9,20,17,1,박물관/전시관방문,7,1, , ,5,16,18,812.2355158,0.0,812.2355158
1087,663,1,2,3,2,프랑스, ,1,3,3,2,4,1,1,6,4,7,친구/연인,3,개별여행,5,5,5,5,4,5,9,5,5,5,5,5,4,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,17,16,1,7,17,20,고궁/역사유적지방문,1,12, , ,21, , ,1577.85,1577.85,0.0
1088,667,1,4,3,2,프랑스, ,3,3,2,5, ,2,6, , , ,직장동료,4,개별여행,3,4,5,5,5,5,9,4,3,3,5,5,3,4,5,5, , , , , , , , , , , ,7, , , , , , , , , , , , ,6, , , , ,95, , ,16,20,15,미팅/회의/학술대회/박람회참가,1,12, , ,21, , ,420.76,420.76,0.0
1144,898,1,3,3,4,프랑스, ,2,1,2,5,3,1,6, , , ,혼자,1,개별여행,3,4,4,5,5,4,5,4,4,4,4,4,4,4,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,7,11, ,15,16,1,식도락,1,1, , ,5,11,12,1046.7,1046.7,0.0
1145,902,1,4,3,12,프랑스, ,5,1,2, , ,3,6, , , ,혼자,1,개별여행,7,4,4,4,4,5,4,4,4,3,4,5,3,4,4,4,1,4, , , , , , , , , , ,2, ,12, , , , ,1,2, , , ,6,7, , , ,96,5, ,16,17,1,업무수행,1,10, , ,10, , ,844.7249364,0.0,844.7249364
1154,1085,1,1,2,2,프랑스, ,3,1,2,3, ,3,1, , , ,혼자,1,개별여행,11,4,5,5,5,5,9,3,4,2,3,5,4,4,5,5,1, , , , , , , , , , , , , , , ,16, , ,1, , , , , , ,8, , ,133,20,9,18,17,7,유흥.오락,1,12, , ,21, , ,471.015,0.0,471.015
1157,1133,1,1,3,4,프랑스, ,2,1,3,4,5,3,1,3,1,4,혼자,1,개별여행,4,4,4,5,4,5,4,5,5,5,4,5,5,5,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,16,13,17,20,1,고궁/역사유적지방문,2,1,3,4,14,18, ,314.01,0.0,314.01
1169,255,1,3,2,4,프랑스, ,5,2,3, , ,1,6, , , ,직장동료,2,개별여행,2,4,3,3,5,5,4,4,4,3,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,14, , ,16,15,2,미팅/회의/학술대회/박람회참가,1,1, , ,5,12,11,942.03,837.36,104.67
1179,85,2,1,2,8,프랑스, ,1,3,3,2,6,2,1,3,7,1,친구/연인,2,개별여행,8,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,9,20,17,20,1,고궁/역사유적지방문,2,8, , ,6,13,18,294.532,0.0,294.532
1183,368,1,4,3,4,프랑스, ,2,3,2, , ,4,6, , , ,혼자,1,개별여행,3,3,3,4,5,5,4,3,3,5,5,5,4,4,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,7, , ,15,16,1,미팅/회의/학술대회/박람회참가,1,1, , ,12, , ,982.88,982.88,0.0
1185,733,1,4,3,3,프랑스, ,1,3,3, , ,6,1,3,11,4,혼자,1,개별여행,4,4,4,3,3,4,5,5,4,4,5,5,4,4,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,14,17,20,11,18,2,레포츠활동,2,3,9, ,3,13,18,767.887,0.0,767.887
1214,413,1,3,3,3,프랑스, ,1,6,1, , ,2,6, , , ,직장동료,4,개별여행,3,5,5,5,5,5,4,5,5,5,5,5,3,3,3,3,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,20, , ,15,2,16,식도락,1,12, , ,21, , ,1009.17,1009.17,0.0
1229,830,2,0,1,8,프랑스, ,1,7,3,2, ,8,1,3,7,2,친구/연인,3,개별여행,15,5,4,5,5,4,4,5,4,4,4,5,4,4,5,5,1, , , , , , , ,14, , , ,2, , , , , , ,1, , , , ,6, , , , ,72,96,17,17,1,2,고궁/역사유적지방문,2,7,8,9,4,5,13,898.151,238.749,659.402
