,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
1206,645,1,1,2,2,러시아, ,8,5,2, , ,2,1,6,2,1,혼자,1,개별여행,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4, , , , , , , , ,3, ,2, , , , , , ,1,2, , , ,6, , , , ,4,10,1,7,1,9,유흥.오락,1,3,9, ,3,4,7,4000.0,3500.0,500.0
1211,372,1,1,2,7,러시아, ,1,6,2,3,8,1,1,6,5,2,혼자,1,개별여행,4,5,5,5,5,4,5,5,3,4,4,5,4,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,4,1,20,9,22,10,테마파크,1,3,4,9,3,7,17,2978.1978,2627.821623,350.3762165
1212,375,2,1,2,3,러시아, ,3,6,2,3,4,1,5, , , ,혼자,1,개별여행,31,3,4,5,3,3,5,5,3,4,3,4,4,4,4,5,1,4, , , , , , , , , , , ,5, , , , , ,1,2, , , , ,7, , , ,105,9,16,22,17,1,쇼핑,1,9, , ,3,16, ,1357.7078,0.0,1357.707839
1217,467,2,1,2,5,러시아, ,3,6,2,3,5,2,1,1,5,11,혼자,1,개별여행,41,5,3,5,5,5,5,5,4,4,4,5,3,5,4,4,1, , , , , , , , , ,3, ,2, , , ,16, , ,1, , , , ,6, ,8, , ,124,92,135,17,18,11,고궁/역사유적지방문,1,1,9,10,4,5,7,2655.0,0.0,2655.0
1218,517,2,1,2,7,러시아, ,2,6,2,1,3,6,5, , , ,혼자,1,개별여행,60,5,4,4,4,4,4,5,5,3,4,5,4,5,5,5,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,98,99,1,4,17,14,휴양/휴식,4,3,10, ,3,4,5,1646.1,1646.1,0.0
1220,666,1,1,2,8,러시아, ,1,6,3,2, ,1,6, , , ,혼자,1,개별여행,21,5,4,5,5,3,5,5,5,4,4,5,4,5,4,5, ,4, , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,23,24, ,12,4,1,휴양/휴식,1,1,9,10,7,16, ,1050.0,800.0,250.0
1236,647,1,1,2,1,러시아, ,4,8,2,3,5,1,5, , , ,혼자,1,개별여행,15,5,4,5,5,5,5,5,4,4,4,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,2,1,19,17,9,1,고궁/역사유적지방문,4,3,4,9,3,4,16,455.0824837,0.0,455.0824837
1242,350,2,3,2,2,러시아, ,1,9,8,3, ,1,4,7,11,2,가족/친지,2,개별여행,6,5,5,5,5,5,5,5,5,4,1,5,4,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,6,4,7,2,1,쇼핑,2,3,5,7,5,6, ,1120.0,0.0,1120.0
1246,562,2,1,3,5,러시아, ,2,9,2,7, ,1,1,3,16,4,혼자,1,개별여행,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4, , , , , , , , , , , ,5, , , , , ,1,2, , , , ,7, , , ,4,24,106,17,22,9,고궁/역사유적지방문,1,5,10, ,4,12,16,964.8276467,482.4138233,482.4138233
1258,713,1,1,2,7,러시아, ,3,10,2,5,3,3,1,1,11,2,친구/연인,4,개별여행,21,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,14,20,1,2,20,쇼핑,2,4,8,10,4,5,10,2027.306943,881.4378013,1145.869142
1263,688,1,1,1,8,러시아, ,2,11,3,2,4,4,1,7,2,1,혼자,1,개별여행,32,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,45,49,50,1,2,18,자연경관감상,1,3,5,10,2, , ,4550.0,4550.0,0.0
1265,800,1,3,2,5,러시아, ,20,11,2,3,8,1,6, , , ,직장동료,4,개별여행,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4, , , , , , , , , , ,2, , , , , , ,1,2, , , ,6, , , , ,98,104,7,13,16,1,온천/스파,1,1,9,10,3,4,5,3550.0,3200.0,350.0
1273,361,1,0,2,8,러시아, ,4,12,2,6,4,24,5, , , ,혼자,1,개별여행,121,5,4,5,4,5,5,5,5,4,2,5,4,4,4,5,1, ,8, , , , , , , , ,7,2, , , ,16, , ,1, ,3, , ,6, ,8, , ,28,1,124,14,18,7,자연경관감상,2,3,5,10,1,3,5,2622.014068,2350.771234,271.2428347
1274,362,1,4,2,3,러시아, ,10,12,3, , ,7,6, , , ,혼자,1,개별여행,2,4,5,5,4,5,5,4,4,4,4,5,4,4,4,4, , , , , , , , , , , , ,2, , , , , , , , , , , ,6, , , , ,96, , ,16,1, ,업무수행,1,9, , ,4,18, ,220.0,80.0,140.0
1281,782,2,2,2,1,러시아, ,1,1,3,1,5,6,1,9,10,3,친구/연인,2,개별여행,4,4,4,4,4,4,4,5,4,3,4,3,3,4,4,3, , , , , , , , ,14, , , ,2, , , , , , , , , , , ,6, , , , ,72,97,99,21,20,1,박물관/전시관방문,1,1,11, ,5,10,18,629.18,489.0,140.18
1336,831,1,1,1,3,러시아, ,1,2,3, , ,6,5, , , ,가족/친지,2,개별여행,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,3,5,11,4,18,자연경관감상,2,10, , ,1,3, ,1273.06367,0.0,1273.06367
1382,499,1,2,2,14,러시아, ,2,4,1,3,2,7,1,4,2,7,친구/연인,2,개별여행,11,4,3,5,5,5,5,5,5,3,3,5,4,5,3,5,1, , , ,6, , ,17, , ,3, ,2,5, ,13, , , ,1, , , ,5,6,7, , , ,120,54,8,2,1,4,식도락,1,3,5,10,4,5,12,1400.0,800.0,600.0
1469,342,2,2,2,3,러시아, ,3,7,3, , ,1,1,9,10,12,혼자,1,개별여행,3,5,5,5,4,5,5,4,4,5,5,5,4,4,4,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,8,2,1,1,20,17,고궁/역사유적지방문,1,5, , ,2,3, ,450.0,0.0,450.0
1483,932,1,3,2, ,러시아, ,3,7,3,2,5,3,5, , , ,친구/연인,2,개별여행,73,5,5,5,5,5,5,5,4,4,3,4,4,5,5,5,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,4,97,99,20,11,1,레포츠활동,2,3,9,10,3,4,14,854.98585,427.492925,427.492925
1485,1810,2,2,2,7,러시아, ,2,7,3, , ,2,6, , , ,혼자,1,개별여행,3,4,5,3,3,4,4,4,5,4,4,4,4,4,4,4, , , , , , , , , , , , ,2, , , , , , , , , , , ,6, , , , ,96,97,98,16,18,1,업무수행,1,1, , ,10,11,12,760.5,253.5,507.0
2100,736,1,1,2,3,러시아, ,1,1,2,3,7,2,1,3,11,8,친구/연인,3,개별여행,21,5,4,4,4,3,4,5,5,3,3,4,4,5,5,5,1,4, , , , , , , , , , , ,5, , , , , ,1,2, , , , ,7, , , ,1,2,105,1,17,4,쇼핑,2,5,9, ,4,10,14,1000.0,0.0,1000.0
