,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
7561,21,1,0,3,12,인도, ,1,7,2, , ,3,6, , , ,직장동료,2,개별여행,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,13,8,10,1, ,스포츠활동,1,5, , ,4, , ,170.99717,0.0,170.99717
7585,48,1,1,2,6,인도, ,1,7,2, , ,12,6, , , ,혼자,1,개별여행,14,5,5,5,5,5,5,5,5,3,4,5,4,4,3,5, , , , , , , , , , , ,7, , , , , , , , , , , , ,6, , , , ,94,95, ,16, , ,업무수행,5,10, , ,10, , ,256.495755,0.0,256.495755
7651,125,1,2,2,5,인도, ,4,7,3,5, ,3,6, , , ,혼자,1,개별여행,60,5,5,4,4,4,5,5,4,3,3,5,3,5,5,5,1,4, , , , , , , , , , , , , , , , , ,1,2, , , , , , , , ,7,6,8,16,1,20,쇼핑,1,1,4,5,1,3,5,5000.0,5000.0,0.0
7857,369,2,1,2,7,인도, ,1,7,8, , ,1,8, , , ,혼자,1,개별여행,5,5,5,5,5,3,5,5,5,3,5,5,4,5,4,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,12,10,20,15,1,17,고궁/역사유적지방문,2,1,9,11,5,11,14,235.0,0.0,235.0
7871,388,2,1,3,8,인도,13,1,7,8,3, ,2,7, , , ,혼자,1,개별여행,33,4,4,3,4,3,4,4,5,4,5,5,4,5,4,5,1, , , , , ,11, , , , , , ,5, , , , , ,1, , , ,5, ,7, , , ,1,105,65,17,1,14,고궁/역사유적지방문,5,2,3, ,3,4,5,1001.0,1001.0,0.0
7872,389,1,1,2,2,인도, ,3,7,1,2,3,3,6, , , ,혼자,1,개별여행,61,4,5,5,4,4,4,4,3,3,3,5,4,4,5,4,1,4,8, , , , , , , , , , , , , , , , ,1,2,3, , , , , , , ,28,2,1,9,17,20,테마파크,1,4,8,10,4,8,16,2700.0,2000.0,700.0
7873,390,1,3,3,7,인도, ,1,7,3, , ,1,6, , , ,혼자,1,개별여행,14,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5,1, , , , , , ,17, , ,3,7,2, , , , , , ,1, , , ,5,6, , , , ,96,70,1,16,17,22,고궁/역사유적지방문,1,12, , ,21, , ,2739.0,1400.0,1339.0
7985,520,1,2,3,5,인도, ,2,7,3,2,5,1,6, , , ,혼자,1,개별여행,13,4,4,4,4,3,4,4,3,3,3,4,4,4,5,5, , ,8, , , , , , , , , , , , , , , , , , ,3, , , , , , , ,29, , ,16,1, ,업무수행,1,3, , ,10, , ,1864.0,900.0,964.0
8090,644,1,2,2,2,인도, ,2,7,3,1, ,6,6, , , ,혼자,1,개별여행,4,4,5,3,4,5,4,3,3,3,2,4,4,4,5,3, , ,8, , , , , , , , , , , , , , , , , , ,3, , , , , , , ,29, , ,16,7,1,쇼핑,1,3,10, ,7,10, ,427.492925,213.7464625,213.7464625
8091,645,2,2,2,2,인도, ,1,7,2,7,5,2,5, , , ,친구/연인,3,개별여행,4,4,4,4,4,4,4,4,3,3,4,4,4,5,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,4,10,13,1,9,4,테마파크,1,3,5,7,1,5,6,569.8,246.4,323.4
8123,680,1,3,3,2,인도, ,15,7,9, , ,1,6, , , ,혼자,1,개별여행,2,4,5,4,4,4,4,4,4,3,4,5,4,4,5,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,7, , ,16, , ,업무수행,1,1, , ,12, , ,180.0,0.0,180.0
