,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
10693,183,1,1,2,8,베트남, ,1,10,5,4,3,3,1,16,2,6,친구/연인,2,개별여행,7,3,3,5,4,4,4,3,4,3,2,4,3,4,4,4,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,48,16,4,7,2,17,식도락,1,1,7,8,4,5,8,3750.0,2000.0,1750.0
10694,184,2,1,2,4,베트남,5,1,10,3,1,5,10,1,1,2,7,가족/친지,2,개별여행,7,5,5,5,4,5,5,5,5,4,4,5,4,4,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,3,12,5,18,1,7,자연경관감상,2,2,3,7,4,5,19,800.0,200.0,600.0
10695,185,2,1,1,7,베트남, ,1,10,3,2,1,2,4,1,9,4,친구/연인,5,단체여행,4,4,5,5,5,4,4,4,4,3,3,4,4,4,4,4,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,48,4,28,18,20,2,자연경관감상,1,1,2,7,3,5,4,1100.0,0.0,1100.0
10696,186,2,1,3,3,베트남, ,1,10,3,6,7,10,4,1,2,11,친구/연인,2,개별여행,8,4,4,4,3,3,5,5,4,2,2,5,4,4,4,5,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,4,96,103,1,7,9,쇼핑,2,6,7,8,4,5,6,837.3659113,220.3594503,617.0064609
10697,187,2,1,2,1,베트남, ,1,10,3,6, ,3,1,1,2,7,가족/친지,2,단체여행,5,4,4,3,4,4,5,5,4,3,4,5,4,4,4,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,17,10,1,1,17,18,자연경관감상,2,1,3,10,4,8, ,1500.0,750.0,750.0
10698,188,1,1,2,7,베트남,1,6,10,1,2,3,1,2,1,2,8,가족/친지,5,단체여행,4,4,4,5,4,4,5,5,4,4,4,5,4,4,5,5,1,4,8, , , , , , , , , , , , , , , , ,1,2,3, , , , , , , ,8,1,12,1,18,17,쇼핑,1,1,3,5,5,8, ,2000.0,2000.0,0.0
10699,189,2,1,2,2,베트남, ,1,10,3,5,2,2,1,1,2,4,가족/친지,2,단체여행,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,28,48,1,1,9,17,테마파크,1,2,4,7,8,9, ,1672.0,704.0,968.0
10700,190,1,1,3,7,베트남, ,1,10,1,3,5,1,2,1,14,15,직장동료,3,개별여행,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,4,2,6,1,14, ,쇼핑,1,1, , ,4,5,8,1200.0,0.0,1200.0
10701,191,1,1,2,7,베트남,4,1,10,2,3,4,2,1,1,3,11,혼자,1,단체여행,6,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,28,29,1,2,17,1,고궁/역사유적지방문,1,3,7, ,5,8, ,1300.0,0.0,1300.0
10702,192,2,1,3,3,베트남, ,2,10,2, , ,2,5, , , ,가족/친지,2,개별여행,5,4,3,4,4,4,5,3,3,4,3,5,4,4,3,4,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,10,48,5,1,2,4,쇼핑,4,4,7,8,3,4,5,1000.0,0.0,1000.0
