,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
552,1035,1,2,3,2,호주, ,30,10,9, , ,1,6, , , ,직장동료,2,개별여행,3,4,4,3,4,4,9,3,4,4,4,4,4,4,5,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,9, , ,15,16, ,미팅/회의/학술대회/박람회참가,1,12, , ,21, , ,863.8090453,661.078351,202.7306943
557,1298,1,2,2,3,호주, ,1,10,2,3,4,3,1,16,9,11,혼자,1,개별여행,4,5,5,4,4,4,4,3,4,4,4,4,4,5,4,4,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,1,12,96,17,21,18,고궁/역사유적지방문,2,9, , ,4,14,18,806.505,460.86,345.645
562,1275,1,2,2,4,호주, ,1,11,1,4,3,3,1,16,12,3,혼자,1,개별여행,5,5,4,5,5,5,4,4,4,5,5,4,4,5,4,5,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,1,2,98,17,18,21,고궁/역사유적지방문,2,7,9, ,3,4, ,553.032,384.05,168.982
575,5524,1,3,2,3,호주,2,1,12,3,4,2,3,1,9,11,8,친구/연인,2,개별여행,4,4,4,4,5,5,5,4,4,4,4,4,4,5,4,4, , , , , , , , , , , , ,2, ,12, , , , , , , , , ,6,7, , , ,110,96,104,10,17,18,스포츠활동,1,1, , ,1,4, ,2105.85,1515.0,590.85
577,5528,2,2,2,3,호주, ,1,12,3,4,2,3,1,11,12,8,친구/연인,2,개별여행,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,1,6,96,18,17,22,고궁/역사유적지방문,2,9, , ,6,13,18,522.675,303.0,219.675
606,78,1,3,3,2,호주, ,2,5,3,2, ,3,6, , , ,혼자,1,개별여행,3,4,5,5,5,5,4,4,3,5,3,5,4,5,4,4, , , ,9, , , , , , , , , , , , , , , , , , ,4, , , , , , ,51, , ,16, , ,업무수행,1,1, , ,18, , ,321.5183,321.5182614,0.0
614,805,1,1,2,5,호주, ,1,6,3,4,5,4,1,10,16,4,친구/연인,2,개별여행,7,4,5,5,4,4,4,4,4,3,4,5,4,4,4,5,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,96,2,9,4,7,17,유흥.오락,1,3,6,9,4, , ,1233.963,738.9,495.063
691,519,1,4,3,2,호주, ,1,2,3,5, ,1,6, , , ,혼자,1,개별여행,2,5,5,5,5,5,9,4,4,4,5,5,4,5,5,5, , , , ,6, , , , , , , , , , , , , , , , , , ,5, , , , , ,136, , ,16, , ,업무수행,1,12, , ,21, , ,215.37,215.37,0.0
722,281,1,2,1,2,호주, ,2,7,2, , ,5,6, , , ,직장동료,2,개별여행,3,4,5,4,5,4,3,4,3,3,3,5,4,4,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,4, , ,16,14,15,연수/교육/연구,1,1, , ,10, , ,857.92,857.92,0.0
724,397,1,2,3,2,호주,6,1,7,3,2,5,8,1,16,3,6,친구/연인,2,개별여행,7,4,4,4,5,4,5,4,4,4,4,5,3,5,3,5,1, ,8, , , , , , , , , ,2, , , , , , ,1, ,3, , ,6, , , , ,30,1,96,7,22,17,유흥.오락,1,1,3,9,3,4, ,1187.3,0.0,1187.3
