,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
1788,189,2,1,2,8,대만, ,1,1,1,3,4,2,1,7,8,16,가족/친지,7,단체여행,7,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,1,4,8, , , , , , , , , , , , , , , , ,1,2,3, , , , , , , ,16,17,24,1,2,4,쇼핑,1,7,9, ,4,5,10,865.2,494.4,370.8
1795,197,2,1,2,12,대만, ,4,1,3,5,4,1,1,2,4,3,친구/연인,2,개별여행,4,4,4,4,4,4,4,5,5,5,4,5,4,3,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,6,14,1,2,17,쇼핑,2,1,2,7,4,5,10,1050.6,1050.6,0.0
1809,213,2,1,2,12,대만, ,3,1,3,2,5,2,4,2,7, ,친구/연인,5,개별여행,4,4,5,3,4,4,5,4,4,4,3,4,5,4,5,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,19,17,14,1,2,17,쇼핑,2,3,7,10,4,5,9,494.4,0.0,494.4
1810,214,2,2,2,2,대만, ,1,1,3,5,8,1,1,6, , ,직장동료,17,단체여행,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,8, , , , , , , , , , , , , , , , ,1,2,3, , , , , , , ,42,8,5,1,2,10,스포츠활동,1,5,7, ,5,10, ,1390.5,772.5,618.0
1811,215,2,1,1,6,대만, ,1,1,5,3,2,3,1,7,4,6,혼자,1,개별여행,6,4,5,4,4,4,4,4,3,3,3,4,4,4,3,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,7,6,2,1,19,식도락,7,6,7,10,3,4,10,1081.5,463.5,618.0
1828,235,2,1,2,8,대만, ,1,1,1,3,2,6,1,4,6,8,친구/연인,5,단체여행,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,5,8,49,1,10,22,스포츠활동,1,1,5,7,4,9,10,988.8,927.0,61.8
1847,257,2,4,2,4,대만, ,5,1,1, , ,2,1,8,4,1,가족/친지,8,단체여행,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,17,50,5,10,1,2,쇼핑,1,2,9,10,5,8,10,2054.85,2008.5,46.35
1868,278,1,4,2,5,대만, ,3,1,2,3,8,1,6, , , ,직장동료,4,개별여행,3,4,5,5,4,4,5,4,5,4,4,5,4,4,5,4, , , , , , , , , , , ,7,2, , , , , , , , , , , ,6, , , , ,96,104,101,16,1,2,업무수행,1,1, , ,5,6, ,140.595,140.595,0.0
1869,279,1,2,1,6,대만, ,1,1,2,3,1,2,5, , , ,가족/친지,2,개별여행,7,5,5,4,5,5,5,5,4,4,4,5,4,4,4,4, , , , , , , , , , , , ,2, , , , , , , , , , , ,6, , , , ,99,102,96,18,4,1,자연경관감상,4,3,9,10,3,5,8,406.1177579,0.0,406.1177579
1870,280,1,1,2,4,대만, ,1,1,3,2,4,6,1,2,7,1,혼자,1,개별여행,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5, , , , , , , , , , , , ,2, , , , , , , , , , , ,6, , , , ,104,136,99,1,2,18,쇼핑,2,1,3,9,3,4,5,1624.471032,0.0,1624.471032
1871,281,2,3,3,5,대만, ,3,1,3,4,2,3,1,4,2,1,친구/연인,4,개별여행,4,3,4,4,4,3,3,3,4,2,3,4,4,3,3,3, , , , , , , , , , , , ,2, , , , , , , , , , , ,6, , , , ,98,99,104,2,1,18,식도락,2,1,3,9,3,5,8,571.65,0.0,571.65
1872,284,2,3,3,3,대만, ,2,1,2,3,4,2,6, , , ,혼자,1,개별여행,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3, , , , , , , , , , , , ,2, , , , , , , , , , , ,6, , , , ,97,96,99,15,2,1,쇼핑,1,3, , ,4,10,11,251.7930099,203.058879,48.73413095
1873,285,2,1,2,8,대만, ,2,1,8,6,2,3,6, , , ,혼자,1,개별여행,186,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,4,102,97,14,1,2,쇼핑,1,2,3,10,4,5,7,3898.730476,0.0,3898.730476
1874,286,2,1,3,8,대만, ,10,1,5,2,8,1,7, , , ,혼자,1,개별여행,286,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,1,4, , , , , ,17, , ,3, ,2, , , ,16, , ,1,2, , ,5,6, ,8, , ,129,96,5,1,14,20,쇼핑,5,1,3,10,4,5,10,716.5,0.0,716.5
1875,287,2,2,2,9,대만, ,20,1,3,4,2,1,1,1,4,2,가족/친지,6,개별여행,6,4,5,5,4,5,5,5,5,4,4,4,5,4,5,5, , , , , , , , , , , , ,2, , , , , , , , , , , ,6, , , , ,98,99,96,2,1,20,식도락,3,1,10, ,1,5,9,430.4848234,162.4471032,268.0377202
1876,288,2,2,3,17,대만, ,9,1,3,4,6,1,6, , , ,혼자,1,개별여행,21,5,5,5,5,5,4,4,4,3,3,4,4,4,5,5,1,4,8, , , , , , , , , ,2, ,12,13,16, , ,1,2,3, , ,6,7,8, , ,103,108,129,1,14, ,쇼핑,2,2,3,10,4,5,8,2030.58879,0.0,2030.58879
1888,348,1,3,2,4,대만,1,1,1,3,2, ,3,1,9,2,8,가족/친지,2,단체여행,5,4,4,4,4,3,4,4,4,4,4,5,5,5,4,4,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,5,8, ,1,2,17,식도락,1,2,7,9,5,10, ,2472.0,1854.0,618.0
1889,349,1,1,3,3,대만, ,8,1,2,3,4,1,6, , , ,직장동료,5,개별여행,14,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4, , ,8, , , , , , , , , , , , , , , , , , ,3, , , , , , , ,31,32, ,14,15,1,쇼핑,1,2,3, ,9,10,16,1823.1,1514.1,309.0
1890,350,1,2,2,1,대만, ,1,1,1,2,6,2,1,8,6,1,가족/친지,3,단체여행,5,4,5,5,5,4,5,4,4,5,4,4,5,5,4,4,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,48,49,5,7,9,1,테마파크,1,7, , ,5,9,12,648.9,463.5,185.4
1892,352,1,2,2,5,대만, ,2,1,1,3,2,3,1,2,9,8,가족/친지,6,단체여행,5,4,4,5,5,4,5,4,4,4,5,4,4,4,4,4,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,5,4,28,1,19,7,쇼핑,2,10, , ,5,10, ,990.345,681.345,309.0
1893,353,1,2,2,4,대만, ,3,1,1,2,3,3,1,2,6,4,친구/연인,6,단체여행,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,4, , , , , , , , , , , , , , , , , ,1,2, , , , , , , , ,4,12,5,1,17,7,공연/민속행사/축제참가관람,1,2,7,10,4,5,10,1096.95,1096.95,0.0
1894,354,1,4,2,7,대만, ,4,1,3,1, ,1,1,2,4,8,가족/친지,6,에어텔여행,5,5,4,4,5,4,4,5,5,3,4,5,5,5,5,5,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,136,48,5,1,9,2,쇼핑,1,2,10, ,5,10, ,1052.145,618.0,434.145
1897,357,1,3,2,3,대만, ,1,1,1,3,2,3,1,1,9,16,가족/친지,7,단체여행,5,4,4,4,4,3,3,4,4,3,3,5,3,4,3,4,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,4,42,28,1,10,19,스포츠활동,1,2,5,10,5,10, ,1112.4,463.5,648.9
1901,361,1,3,3,3,대만,1,1,1,1, , ,2,1,7,8,13,가족/친지,4,단체여행,5,4,5,5,5,4,4,4,4,4,4,5,3,4,3,4,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,5,28,42,1,7,10,자연경관감상,1,2,7,10,9,10,19,682.89,645.81,37.08
1905,366,2,2,3,2,대만, ,2,1,3,2,1,1,1,1,8,4,친구/연인,2,단체여행,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4, , , , , , , , , , , , , , , , , ,1,2, , , , , , , , ,23,1,5,9,17,2,테마파크,1,1,7, ,5, , ,2472.0,927.0,1545.0
