,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
970,390,2,0,1,8,말레이시아, ,1,3,4,3,2,2,1,2,16,4,가족/친지,7,개별여행,6,4,5,5,5,5,4,4,4,3,3,5,5,5,5,5,1, , , , , , , , , , , , , , , ,16, , ,1, , , , , , ,8, , ,1,17,129,1,18,19,쇼핑,1,1,2,7,1,4,5,1502.765088,644.0421805,858.7229073
973,112,2,3,1,6,말레이시아, ,1,4,3,2,4,12,1,1,3,8,가족/친지,8,개별여행,9,3,3,4,3,3,3,3,4,2,3,3,4,4,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,6,9,18,22,17,전통문화체험,2,4,5,7,4,5, ,928.2231,0.0,928.2231
977,489,1,0,2,8,말레이시아, ,1,5,1,4,6,6,1,1,2,4,가족/친지,6,개별여행,9,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1, , , , , , , , , , , ,2, , , ,16, , ,1, , , , ,6, ,8, , ,5,4,14,1,4,18,쇼핑,1,1,6, ,1,5,9,1733.25,0.0,1733.25
1001,551,1,1,3,5,말레이시아, ,1,10,3,5,7,6,1,1,6,2,친구/연인,2,개별여행,13,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1, , ,9, , , , , , , , , , , , ,16, , ,1, , ,4, , , ,8, , ,128,46,5,2,18,19,식도락,2,3,4,5,6,9,10,1984.92,472.6,1512.32
1029,106,1,1,1,6,말레이시아, ,1,4,1,3,4,3,1,1,8,9,가족/친지,4,개별여행,5,4,5,3,4,4,3,4,5,3,3,4,4,4,3,4,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,50,28,2,2,9,18,자연경관감상,1,4,5,7,3,4,6,858.42,0.0,858.42
1046,400,2,1,2,8,말레이시아, ,6,6,3,4,2,4,7, , , ,친구/연인,81,개별여행,41,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,1,4,8,9,6, , , , , , , ,2, , , ,16, , ,1,2,3,4,5,6, ,8, , ,17,3,36,22,17,10,레포츠활동,2,3,9,10,2,4,9,779.5871,0.0,779.5870816
1067,837,1,0,2,8,말레이시아, ,1,11,1,3,4,1,1,2,4,16,가족/친지,3,개별여행,4,5,4,4,4,4,5,4,4,3,4,4,4,4,4,4,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,5,48,4,1,2,17,쇼핑,2,4,5,7,4,5,6,1654.1,0.0,1654.1
1105,119,2,1,4,3,말레이시아, ,1,7,2,6,5,24,1,16,1,13,가족/친지,4,개별여행,10,4,3,4,3,4,4,4,3,3,3,4,5,4,4,4,1, ,8,9, , , , , , , , ,2, , , , , , ,1, ,3,4, ,6, , , , ,45,28,98,18,9,1,테마파크,2,8,9,10,4,14,18,698.1,349.05,349.05
1106,120,2,1,2,3,말레이시아, ,1,7,3,6,7,1,1,11,3,2,혼자,1,개별여행,6,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,18,4,5,17,7,1,고궁/역사유적지방문,2,2,4,7,3,4,5,465.4,0.0,465.4
1137,407,2,1,2,12,말레이시아, ,9,12,3,2,8,1,1,4,15,1,혼자,1,개별여행,5,5,3,5,5,5,4,5,5,5,4,5,3,4,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,8,18, ,2,1,5,식도락,2,11, , ,4,5, ,1582.249869,361.6571129,1220.592756
